text,sentiment
baby baby its gonna be all right when im by your side and the whole world turns against you i it when my ipod randoms bsb songs,neutral
pretty,positive
d really love that,positive
so sadly,negative
you are kickable,neutral
i also saw u on american idol great performance i see u will be at windsor in june commodores wont be there,neutral
nice,positive
happy,positive
just finished watching marley and me,neutral
enjoying,positive
everyone seems to love it but it felt kinda lazy and repetative to me i was really disappointed,neutral
roll on thursday,neutral
dadgum i think this nations shipping needs have shut down completely still no freight for carriers out there,neutral
cavs got lucky lol but lebron took over and killed em another triple double,neutral
happy,positive
my bad,negative
forgot,negative
as long as you have someone to make out with,neutral
thanxx,positive
you arent following me so i cant send you a dm,neutral
poorly,negative
happy st,positive
i picked up a taco over lunch you got a guitar,neutral
i wont have a chance later,negative
up is all sold out,neutral
hope,positive
whoaa kinda hard o that one that you think will be interesting enough to tell,neutral
s youre the best,positive
listening music home all alone lol who wants come over hang with me lol,neutral
shut your face,negative
or so a month i put my weeks notice in a little over a week ago my last day is this friday,neutral
oh yea mspacers my boy just hooked up my page it looks kewl at least i think so and it only took him minutes wwmyspacecommissmickey,neutral
cant wait,positive
laavly,positive
yes please and if youre gone i might actually get some work done lol,neutral
im really getting sick ugh,negative
stalkerishly,negative
youtube,neutral
calling mum too ask if she can by icecream,neutral
having a very lazy day playing xbox and drinking tea,neutral
s disappointing,negative
hopefully,positive
my mom just texted me and told me that rodney was chasing fireflies in their backyard aww im miss,neutral
happy,positive
thanks,positive
my legs are killing me now but i know its a good pain all in all,neutral
s fun,positive
h wish i could go too,positive
ready to go home,neutral
need to push diet to last level not too good last week lost lb better than a gain,neutral
excited,positive
my back is killing me it wont keep me from dropping it lowhope i got someone to pick it back up tho lol,neutral
,negative
mad the rain got me,negative
i am at my grandparents place,neutral
hi from chile its deg c winters comingcant wait for cali sun,neutral
i dont feel very good,negative
i was born there,neutral
congradts on ur show even tho i wasnt there lol,positive
damjust finished watching prison break the final breakomg i dont think ive cried so hard for a showfinally understand the finale,positive
excuse,negative
so glad it is friday two classes then lazy afternoon too bad it isnt nice and warm out today,neutral
good,positive
awesome,positive
im afraid,negative
im not having the best day,negative
goodnight,neutral
welcome,positive
thanks,positive
thanks,positive
feeling all homely off out with freddie for a funpacked day,positive
haha i will remember that,neutral
will do hee after exams ill give u plenty of shows haha hopeless me,neutral
i sorry,positive
aww it does remind me of getting ready for the ball,neutral
just couldnt remember,negative
bishop sez need to get u to look at my flights again will email ur work tonite,neutral
i wish i had the battery life of an iphone,positive
happy,positive
omg,positive
better,positive
work in that heat is horrible,negative
d turned me human,positive
m glad,positive
starr yep the hawkesbury classic starts at windsor home of said dj,neutral
thanks savv,positive
my sleep pattern is screwed,positive
isnt easy to find,negative
may the fourth be with you happy star wars day,positive
just not lucky never have been,negative
taking care of yucky stuff,negative
lame,negative
good,positive
cry,negative
happy,positive
at the redi med getting checked for strep throat,neutral
im either always on the train or at work,neutral
i hope,positive
im tired,negative
thats me on a good day,positive
not good,negative
i admire you youre amazing you inspire me to write,positive
i love being off work,positive
hahaha i was busy now i see what i replied to you,positive
thank you,positive
very bad,negative
hes not logging in yet and i doubt if he will check his his replies here in twitter but we must keep on trying,neutral
very content with my life at the moment,neutral
thanks i feel a lot better now but it hurt like hell good luck with the lousy student writing,neutral
thank you,positive
pretty much figured out,positive
i scared,negative
esther rhymes with investor tester jester pester polyester semester sylvester requester just to name a few,neutral
happy mothers day to you lexus i hopw its a nice one for you,positive
last night in australia,neutral
i was an extra got ready for work for nothing studying all night,neutral
love,positive
fave,positive
its mothers day today,neutral
thanks,positive
iamjes yay congrats im afraid to check my grades,neutral
bad,negative
same difference today going to go and have a shower then get ready,neutral
bash,neutral
its prob cuz i dont really like sleeping in late even if i tried,negative
congrats,positive
t im still stick,negative
i guess your cooler than me tony hawk never replied to me,neutral
wishing i could kidnap from work,neutral
ut yes now would be good,positive
i ran out of eclipse mints,neutral
tweeten maar,neutral
lost,negative
need some more enthu movie guys for that right now its just you and anshul,neutral
,negative
no have to go on cruches next weeks,neutral
my throat is killing me,negative
im back on twitter,neutral
looked up weather for greece this and sunny omgz,neutral
aww ill let you off but youd better be there for my next xd,positive
yoyo door nazis refused me entry on account of no id gutted heard it was a good night tho next time ill come prepared,neutral
ah well ill see if i can find u later in the week i am tempted to look at leicas this week lol we could go check it out,neutral
